LOC,bug,PDA,LLOC,Parent,PUA,CLOC,LongName,Name,ID
796,0.0,1,599,L54526,29,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/internal/model/PluginParser.java,PluginParser.java,L54529
256,0.0,0,202,L54526,2,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/internal/model/RegistryLoader.java,RegistryLoader.java,L54530
1358,0.0,2,932,L54526,4,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/internal/model/RegistryResolver.java,RegistryResolver.java,L54531
179,,14,59,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/ConfigurationElementModel.java,ConfigurationElementModel.java,L67353
66,,5,17,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/ConfigurationPropertyModel.java,ConfigurationPropertyModel.java,L67354
171,,13,51,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/ExtensionModel.java,ExtensionModel.java,L67355
154,0.0,12,45,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/ExtensionPointModel.java,ExtensionPointModel.java,L67356
156,1.0,14,49,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/Factory.java,Factory.java,L67357
153,1.0,10,54,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/LibraryModel.java,LibraryModel.java,L67358
118,,9,32,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginDescriptorModel.java,PluginDescriptorModel.java,L67359
140,1.0,9,41,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginFragmentModel.java,PluginFragmentModel.java,L67360
335,,25,109,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginModel.java,PluginModel.java,L67361
132,1.0,9,36,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginModelObject.java,PluginModelObject.java,L67362
208,1.0,16,72,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginPrerequisiteModel.java,PluginPrerequisiteModel.java,L67363
342,1.0,22,112,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/PluginRegistryModel.java,PluginRegistryModel.java,L67364
50,0.0,3,11,L67352,0,0,org.eclipse.core.runtime.compatibility/src-model/org/eclipse/core/runtime/model/URLModel.java,URLModel.java,L67365
46,1.0,0,30,L55564,4,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/compatibility/PluginActivator.java,PluginActivator.java,L55565
35,0.0,0,20,L55597,3,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/CompatibilityActivator.java,CompatibilityActivator.java,L55598
24,,0,8,L55597,2,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/DefaultPlugin.java,DefaultPlugin.java,L55599
94,0.0,1,65,L55597,3,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/DevClassPathHelper.java,DevClassPathHelper.java,L55600
90,0.0,3,41,L55597,3,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/InternalPlatform.java,InternalPlatform.java,L55601
47,,0,26,L55597,8,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/Library.java,Library.java,L55602
87,0.0,0,62,L55597,3,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/PluginClassLoader.java,PluginClassLoader.java,L55603
459,1.0,23,282,L55597,9,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/PluginDescriptor.java,PluginDescriptor.java,L55604
124,0.0,1,92,L55597,11,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/PluginPrerequisite.java,PluginPrerequisite.java,L55605
199,0.0,13,121,L55597,4,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/PluginRegistry.java,PluginRegistry.java,L55606
109,1.0,5,60,L55597,4,0,org.eclipse.core.runtime.compatibility/src-runtime/org/eclipse/core/internal/plugins/Policy.java,Policy.java,L55607
57,1.0,1,32,L54081,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/boot/PlatformURLBaseConnection.java,PlatformURLBaseConnection.java,L54082
509,2.0,1,383,L54081,5,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/boot/PlatformURLConnection.java,PlatformURLConnection.java,L54083
78,1.0,1,50,L54081,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/boot/PlatformURLHandler.java,PlatformURLHandler.java,L54084
37,1.0,1,16,L56130,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/BasicDescription.java,BasicDescription.java,L56131
192,1.0,4,144,L56130,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentDescription.java,ContentDescription.java,L56132
620,4.0,17,434,L56130,10,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentType.java,ContentType.java,L56133
202,1.0,2,152,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeBuilder.java,ContentTypeBuilder.java,L56134
542,2.0,2,384,L56130,11,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeCatalog.java,ContentTypeCatalog.java,L56135
183,1.0,2,126,L56130,18,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeHandler.java,ContentTypeHandler.java,L56136
202,1.0,5,116,L56130,8,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeManager.java,ContentTypeManager.java,L56137
149,1.0,8,91,L56130,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeMatcher.java,ContentTypeMatcher.java,L56138
161,1.0,1,122,L56130,10,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeSettings.java,ContentTypeSettings.java,L56139
23,1.0,1,7,L56130,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ContentTypeVisitor.java,ContentTypeVisitor.java,L56140
68,1.0,5,31,L56130,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/DefaultDescription.java,DefaultDescription.java,L56141
64,1.0,0,38,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/FileSpec.java,FileSpec.java,L56142
30,1.0,3,6,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/IContentTypeInfo.java,IContentTypeInfo.java,L56143
29,1.0,3,5,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/ILazySource.java,ILazySource.java,L56144
155,1.0,0,117,L56130,12,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/LazyInputStream.java,LazyInputStream.java,L56145
159,1.0,0,119,L56130,13,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/LazyReader.java,LazyReader.java,L56146
44,1.0,0,14,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/LowLevelIOException.java,LowLevelIOException.java,L56147
84,1.0,4,38,L56130,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/TextContentDescriber.java,TextContentDescriber.java,L56148
111,1.0,0,87,L56130,7,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/Util.java,Util.java,L56149
122,1.0,1,83,L56130,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/XMLContentDescriber.java,XMLContentDescriber.java,L56150
240,1.0,10,95,L56130,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/content/XMLRootHandler.java,XMLRootHandler.java,L56151
47,1.0,0,21,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/Deadlock.java,Deadlock.java,L57439
697,1.0,0,422,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/DeadlockDetector.java,DeadlockDetector.java,L57440
248,2.0,0,152,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/ImplicitJobs.java,ImplicitJobs.java,L57441
518,1.0,3,247,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/InternalJob.java,InternalJob.java,L57442
58,1.0,3,19,L57438,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/JobChangeEvent.java,JobChangeEvent.java,L57443
175,1.0,0,128,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/JobListeners.java,JobListeners.java,L57444
1124,2.0,24,718,L57438,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/JobManager.java,JobManager.java,L57445
116,1.0,9,51,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/JobQueue.java,JobQueue.java,L57446
41,1.0,3,15,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/JobStatus.java,JobStatus.java,L57447
287,1.0,6,174,L57438,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/LockManager.java,LockManager.java,L57448
289,1.0,8,143,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/OrderedLock.java,OrderedLock.java,L57449
187,1.0,7,119,L57438,7,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/Queue.java,Queue.java,L57450
61,1.0,2,38,L57438,5,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/Semaphore.java,Semaphore.java,L57451
303,2.0,0,171,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/ThreadJob.java,ThreadJob.java,L57452
106,1.0,2,71,L57438,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/Worker.java,Worker.java,L57453
236,1.0,0,132,L57438,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/jobs/WorkerPool.java,WorkerPool.java,L57454
69,1.0,6,28,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/AbstractScope.java,AbstractScope.java,L58917
199,1.0,2,116,L58916,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/Base64.java,Base64.java,L58918
119,1.0,2,75,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/ConfigurationPreferences.java,ConfigurationPreferences.java,L58919
397,1.0,4,285,L58916,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/DefaultPreferences.java,DefaultPreferences.java,L58920
1176,4.0,37,803,L58916,7,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/EclipsePreferences.java,EclipsePreferences.java,L58921
80,1.0,6,37,L58916,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/ExportedPreferences.java,ExportedPreferences.java,L58922
212,2.0,2,137,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/InstancePreferences.java,InstancePreferences.java,L58923
160,1.0,5,90,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/ListenerRegistry.java,ListenerRegistry.java,L58924
33,1.0,1,13,L58916,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/LookupOrder.java,LookupOrder.java,L58925
849,4.0,40,335,L58916,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/PreferenceForwarder.java,PreferenceForwarder.java,L58926
1120,2.0,21,783,L58916,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/PreferencesService.java,PreferencesService.java,L58927
119,1.0,5,71,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/RootPreferences.java,RootPreferences.java,L58928
68,1.0,3,21,L58916,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/preferences/StringPool.java,StringPool.java,L58929
306,1.0,1,229,L60331,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ConfigurationElement.java,ConfigurationElement.java,L60332
127,1.0,1,94,L60331,14,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ConfigurationElementHandle.java,ConfigurationElementHandle.java,L60333
103,1.0,2,65,L60331,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/Contribution.java,Contribution.java,L60334
224,1.0,1,153,L60331,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/EclipseBundleListener.java,EclipseBundleListener.java,L60335
141,1.0,1,94,L60331,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/Extension.java,Extension.java,L60336
70,1.0,0,47,L60331,9,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionDelta.java,ExtensionDelta.java,L60337
73,1.0,2,43,L60331,8,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionHandle.java,ExtensionHandle.java,L60338
136,1.0,2,87,L60331,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionPoint.java,ExtensionPoint.java,L60339
101,1.0,2,65,L60331,10,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionPointHandle.java,ExtensionPointHandle.java,L60340
774,1.0,16,543,L60331,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionRegistry.java,ExtensionRegistry.java,L60341
593,1.0,3,427,L60331,11,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ExtensionsParser.java,ExtensionsParser.java,L60342
52,1.0,1,23,L60331,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/Handle.java,Handle.java,L60343
154,1.0,1,122,L60331,10,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/HashtableOfInt.java,HashtableOfInt.java,L60344
213,1.0,1,162,L60331,12,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/HashtableOfStringAndInt.java,HashtableOfStringAndInt.java,L60345
27,1.0,1,8,L60331,5,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/IObjectManager.java,IObjectManager.java,L60346
20,1.0,0,6,L60331,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/KeyedElement.java,KeyedElement.java,L60347
316,1.0,4,232,L60331,11,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/KeyedHashSet.java,KeyedHashSet.java,L60348
106,1.0,5,57,L60331,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ReadWriteMonitor.java,ReadWriteMonitor.java,L60349
325,1.0,4,240,L60331,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ReferenceHashSet.java,ReferenceHashSet.java,L60350
407,1.0,5,177,L60331,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ReferenceMap.java,ReferenceMap.java,L60351
88,1.0,1,61,L60331,5,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/RegistryChangeEvent.java,RegistryChangeEvent.java,L60352
78,1.0,2,47,L60331,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/RegistryDelta.java,RegistryDelta.java,L60353
56,1.0,2,27,L60331,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/RegistryObject.java,RegistryObject.java,L60354
517,1.0,1,398,L60331,8,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/RegistryObjectManager.java,RegistryObjectManager.java,L60355
531,1.0,0,445,L60331,14,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/TableReader.java,TableReader.java,L60356
305,1.0,0,253,L60331,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/TableWriter.java,TableWriter.java,L60357
138,1.0,1,109,L60331,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/TemporaryObjectManager.java,TemporaryObjectManager.java,L60358
33,1.0,1,13,L60331,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/registry/ThirdLevelConfigurationElementHandle.java,ThirdLevelConfigurationElementHandle.java,L60359
119,2.0,0,72,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/AdapterFactoryProxy.java,AdapterFactoryProxy.java,L62476
411,1.0,12,242,L62475,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/AdapterManager.java,AdapterManager.java,L62477
111,1.0,7,28,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Assert.java,Assert.java,L62478
35,1.0,0,7,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/AssertionFailedException.java,AssertionFailedException.java,L62479
370,1.0,10,194,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/AuthorizationDatabase.java,AuthorizationDatabase.java,L62480
120,1.0,6,74,L62475,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/AuthorizationHandler.java,AuthorizationHandler.java,L62481
159,1.0,5,66,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Cipher.java,Cipher.java,L62482
97,1.0,6,48,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/CipherInputStream.java,CipherInputStream.java,L62483
51,1.0,3,16,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/CipherOutputStream.java,CipherOutputStream.java,L62484
105,0.0,1,67,L62475,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/CompatibilityHelper.java,CompatibilityHelper.java,L62485
124,1.0,1,88,L62475,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/DataArea.java,DataArea.java,L62486
95,1.0,1,66,L62475,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/DevClassPathHelper.java,DevClassPathHelper.java,L62487
241,1.0,4,168,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/FindSupport.java,FindSupport.java,L62488
166,1.0,3,115,L62475,8,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/HashMapOfString.java,HashMapOfString.java,L62489
1128,22.0,24,796,L62475,52,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/InternalPlatform.java,InternalPlatform.java,L62490
172,1.0,8,56,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/ListenerList.java,ListenerList.java,L62491
89,1.0,5,43,L62475,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Log.java,Log.java,L62492
191,3.0,1,149,L62475,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Messages.java,Messages.java,L62493
330,1.0,21,187,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/ObjectMap.java,ObjectMap.java,L62494
218,1.0,7,134,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PerformanceStatsProcessor.java,PerformanceStatsProcessor.java,L62495
247,3.0,1,194,L62475,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformActivator.java,PlatformActivator.java,L62496
67,2.0,2,37,L62475,1,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformLogWriter.java,PlatformLogWriter.java,L62497
98,1.0,2,65,L62475,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformURLConfigConnection.java,PlatformURLConfigConnection.java,L62498
66,1.0,0,42,L62475,3,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformURLFragmentConnection.java,PlatformURLFragmentConnection.java,L62499
79,1.0,2,54,L62475,2,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformURLMetaConnection.java,PlatformURLMetaConnection.java,L62500
93,1.0,0,66,L62475,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/PlatformURLPluginConnection.java,PlatformURLPluginConnection.java,L62501
54,1.0,1,33,L62475,4,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Policy.java,Policy.java,L62502
79,2.0,0,57,L62475,8,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/Product.java,Product.java,L62503
151,1.0,0,118,L62475,6,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/ResourceTranslator.java,ResourceTranslator.java,L62504
332,1.0,10,123,L62475,0,0,org.eclipse.core.runtime/src/org/eclipse/core/internal/runtime/URLTool.java,URLTool.java,L62505
99,1.0,6,35,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/CoreException.java,CoreException.java,L67288
48,1.0,2,4,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IAdaptable.java,IAdaptable.java,L67289
54,1.0,3,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IAdapterFactory.java,IAdapterFactory.java,L67290
223,2.0,10,12,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IAdapterManager.java,IAdapterManager.java,L67291
85,1.0,8,11,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IBundleGroup.java,IBundleGroup.java,L67292
35,1.0,3,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IBundleGroupProvider.java,IBundleGroupProvider.java,L67293
294,2.0,15,17,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IConfigurationElement.java,IConfigurationElement.java,L67294
119,1.0,2,4,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExecutableExtension.java,IExecutableExtension.java,L67295
48,2.0,2,4,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExecutableExtensionFactory.java,IExecutableExtensionFactory.java,L67296
144,3.0,10,12,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExtension.java,IExtension.java,L67297
58,2.0,4,8,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExtensionDelta.java,IExtensionDelta.java,L67298
168,3.0,12,14,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExtensionPoint.java,IExtensionPoint.java,L67299
247,1.0,16,18,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IExtensionRegistry.java,IExtensionRegistry.java,L67300
151,0.0,7,13,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/ILibrary.java,ILibrary.java,L67301
60,0.0,5,8,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/ILog.java,ILog.java,L67302
34,1.0,2,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/ILogListener.java,ILogListener.java,L67303
505,1.0,35,39,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IPath.java,IPath.java,L67305
59,0.0,2,7,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IPlatformRunnable.java,IPlatformRunnable.java,L67306
525,0.0,20,24,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IPluginDescriptor.java,IPluginDescriptor.java,L67307
273,0.0,11,16,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IPluginPrerequisite.java,IPluginPrerequisite.java,L67308
215,0.0,13,15,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IPluginRegistry.java,IPluginRegistry.java,L67309
84,0.0,7,10,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IProduct.java,IProduct.java,L67310
43,0.0,3,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IProductProvider.java,IProductProvider.java,L67311
129,1.0,9,12,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IProgressMonitor.java,IProgressMonitor.java,L67312
61,1.0,3,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IProgressMonitorWithBlocking.java,IProgressMonitorWithBlocking.java,L67313
63,1.0,5,7,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IRegistryChangeEvent.java,IRegistryChangeEvent.java,L67314
44,1.0,2,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IRegistryChangeListener.java,IRegistryChangeListener.java,L67315
49,1.0,3,5,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/ISafeRunnable.java,ISafeRunnable.java,L67316
185,1.0,10,17,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/IStatus.java,IStatus.java,L67317
40,3.0,2,8,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/InvalidRegistryObjectException.java,InvalidRegistryObjectException.java,L67304
149,1.0,9,67,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/MultiStatus.java,MultiStatus.java,L67318
125,1.0,10,25,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/NullProgressMonitor.java,NullProgressMonitor.java,L67319
43,1.0,3,10,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/OperationCanceledException.java,OperationCanceledException.java,L67320
989,1.0,40,611,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/Path.java,Path.java,L67321
535,0.0,27,204,L67287,1,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/PerformanceStats.java,PerformanceStats.java,L67322
1379,9.0,58,256,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/Platform.java,Platform.java,L67323
68,1.0,3,10,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/PlatformObject.java,PlatformObject.java,L67324
721,9.0,21,150,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/Plugin.java,Plugin.java,L67325
483,1.0,17,227,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/PluginVersionIdentifier.java,PluginVersionIdentifier.java,L67326
1263,3.0,45,381,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/Preferences.java,Preferences.java,L67327
171,1.0,12,44,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/ProgressMonitorWrapper.java,ProgressMonitorWrapper.java,L67328
117,1.0,7,39,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/QualifiedName.java,QualifiedName.java,L67329
231,1.0,12,92,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/Status.java,Status.java,L67330
176,1.0,8,63,L67287,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/SubProgressMonitor.java,SubProgressMonitor.java,L67331
120,1.0,4,61,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/BinarySignatureDescriber.java,BinarySignatureDescriber.java,L67838
99,1.0,3,11,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentDescriber.java,IContentDescriber.java,L67839
144,1.0,6,16,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentDescription.java,IContentDescription.java,L67840
212,1.0,13,23,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentType.java,IContentType.java,L67841
220,1.0,15,34,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentTypeManager.java,IContentTypeManager.java,L67842
140,1.0,7,12,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentTypeMatcher.java,IContentTypeMatcher.java,L67843
119,1.0,7,13,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/IContentTypeSettings.java,IContentTypeSettings.java,L67844
65,1.0,2,6,L67837,0,0,org.eclipse.core.runtime/src/org/eclipse/core/runtime/content/ITextContentDescriber.java,ITextContentDescriber.java,L67845
